@relation hs2012

@attribute Latitude numeric
@attribute Longitude numeric
@attribute Value numeric

@data
37.731275,-122.390701,380000
37.76424,-122.446782,1450000
37.795282,-122.410501,1800000
37.78629,-122.401375,2000000
37.785047,-122.446121,542000
37.758252,-122.429398,3225000
37.783772,-122.393748,1175000
37.789525,-122.391175,1537500
37.712105,-122.440689,315000
37.782983,-122.407883,715000
37.790506,-122.396252,1683889.166667
37.76114,-122.421884,1295000
37.735054,-122.423367,485000
37.787442,-122.443523,750000
37.771144,-122.389123,980930
37.790531,-122.441401,873000
37.782983,-122.407883,715000
37.771144,-122.389123,980930
37.771218,-122.387925,966010
37.781734,-122.4322,585000
37.793387,-122.425805,1335000
37.77493,-122.419416,208000
37.778241,-122.393224,620000
37.771144,-122.389123,980930
37.781174,-122.420903,649900
37.786236,-122.389074,865666.666667
37.790506,-122.396252,1683889.166667
37.780207,-122.440265,585000
37.743825,-122.422272,874500
37.729036,-122.435166,874500
37.798636,-122.413205,1800000
37.771144,-122.389123,980930
37.725277,-122.395194,224727
37.741928,-122.412731,712000
37.778241,-122.393224,620000
37.790214,-122.421362,664000
37.756513,-122.441759,517000
37.765495,-122.459381,2625000
37.790506,-122.396252,1683889.166667
37.781174,-122.420903,649900
37.777431,-122.393707,620000
37.794845,-122.421821,664000
37.790506,-122.396252,1683889.166667
37.788228,-122.440683,873000
37.803061,-122.421044,1100000
37.777822,-122.468677,1085000
37.757201,-122.432174,3225000
37.790506,-122.396252,1683889.166667
37.782483,-122.420541,649900
37.733129,-122.41458,224727
37.782983,-122.407883,715000
37.709334,-122.425586,370000
37.780195,-122.439277,585000
37.782096,-122.438111,585000
37.764728,-122.474315,488333.333333
37.744796,-122.413641,712000
37.790506,-122.396252,1683889.166667
37.742933,-122.42947,874500
37.744463,-122.501914,550000
37.751723,-122.422791,874500
37.777431,-122.393707,620000
37.751584,-122.407834,635000
37.782069,-122.392744,1250000
37.783571,-122.390701,1175000
37.781264,-122.423206,649900
37.72721,-122.395677,224727
37.799048,-122.44065,970000
37.761633,-122.489559,866000
37.732105,-122.446353,874500
37.782245,-122.457454,542000
37.771144,-122.389123,980930
37.789525,-122.391175,1537500
37.778811,-122.391371,1200000
37.779454,-122.396676,575300
37.750946,-122.420847,874500
37.797782,-122.413029,1800000
37.790506,-122.396252,1683889.166667
37.790506,-122.396252,1683889.166667
37.749431,-122.507083,787833.333333
37.771218,-122.387925,966010
37.742998,-122.495779,550000
37.734908,-122.416822,224727
37.787535,-122.401149,2000000
37.747656,-122.436241,435000
37.774805,-122.412058,649900
37.759134,-122.442397,705000
37.76251,-122.442207,820637
37.783619,-122.458204,542000
37.771144,-122.389123,980930
37.754334,-122.444984,517000
37.77493,-122.419416,208000
37.717125,-122.440305,315000
37.787031,-122.393642,1918750
37.791415,-122.441437,873000
37.745017,-122.438172,435000
37.782585,-122.390403,1250000
37.782443,-122.426241,415000
37.783571,-122.390701,1175000
37.773783,-122.401581,915000
37.783516,-122.452793,542000
37.740836,-122.419524,712000
37.778033,-122.442156,765000
37.781174,-122.420903,649900
37.793359,-122.41286,1800000
37.771119,-122.435206,985000
37.802184,-122.44146,970000
37.7831,-122.427724,415000
37.799048,-122.44065,970000
37.771144,-122.389123,980930
37.789945,-122.412727,520000
37.743392,-122.423962,874500
37.77633,-122.4476,765000
37.741647,-122.408643,565000
37.72282,-122.440555,315000
37.77475,-122.506174,461000
37.755239,-122.4544,705000
37.774323,-122.445028,765000
37.760305,-122.391409,635000
37.771218,-122.387925,966010
37.764936,-122.456048,2625000
37.769369,-122.445536,1350000
37.741189,-122.460578,435000
37.773242,-122.446239,765000
37.787885,-122.454304,542000
37.789428,-122.390619,865666.666667
37.802766,-122.407255,2195000
37.777431,-122.393707,620000
37.785786,-122.392112,1918750
37.737136,-122.42687,485000
37.730455,-122.444962,874500
37.763857,-122.403233,635000
37.745211,-122.506769,550000
37.749212,-122.437881,435000
37.803061,-122.421044,1100000
37.793212,-122.423746,664000
37.675391,-122.486854,270000
37.801526,-122.427848,1100000
37.71025,-122.467494,270000
37.770852,-122.430732,1250000
37.791564,-122.424608,664000
37.71412,-122.398497,224727
37.77393,-122.396241,915000
37.790506,-122.396252,1683889.166667
37.766295,-122.447136,1450000
37.786236,-122.389074,865666.666667
37.790506,-122.396252,1683889.166667
37.782454,-122.426156,415000
37.791401,-122.416812,520000
37.78593,-122.474587,488333.333333
37.782245,-122.457454,1085000
37.790506,-122.396252,1683889.166667
37.717532,-122.450003,315000
37.782983,-122.407883,555000
37.771218,-122.387925,966010
37.771588,-122.388536,966010
37.784306,-122.422292,837000
37.800034,-122.416276,1800000
37.790506,-122.396252,1683889.166667
37.75745,-122.429421,3225000
37.792841,-122.4122,1800000
37.767556,-122.42798,1064000
37.77493,-122.419416,208000
37.801325,-122.442011,970000
37.712045,-122.458263,315000
37.794845,-122.421821,664000
37.741068,-122.506604,550000
37.782379,-122.420163,649900
37.753378,-122.442187,517000
37.77493,-122.419416,208000
37.790506,-122.396252,1683889.166667
37.763997,-122.455059,2625000
37.792492,-122.415813,1800000
37.791599,-122.414338,520000
37.80379,-122.42264,1100000
37.720617,-122.437541,874500
37.789525,-122.391175,1537500
37.790506,-122.396252,1683889.166667
37.797266,-122.430172,1335000
37.793212,-122.423746,664000
37.778936,-122.495073,488333.333333
37.777946,-122.40542,555000
37.794716,-122.407831,1800000
37.759334,-122.409815,635000
37.790506,-122.396252,1683889.166667
37.791986,-122.443437,873000
37.785794,-122.424669,837000
37.783571,-122.390701,1175000
37.72721,-122.395677,224727
37.756838,-122.444599,705000
37.732848,-122.488351,550000
37.784954,-122.452613,542000
37.77394,-122.44825,765000
37.771218,-122.387925,966010
37.763857,-122.403233,635000
37.777026,-122.39574,620000
37.799493,-122.414884,1800000
37.790506,-122.396252,1683889.166667
37.76062,-122.424363,1295000
37.709845,-122.467858,270000
37.771218,-122.387925,966010
37.759999,-122.390774,980930
37.771218,-122.387925,966010
37.791764,-122.435177,350000
37.77393,-122.396241,915000
37.736254,-122.475139,995000
37.771144,-122.389123,980930
37.782585,-122.390403,1250000
37.798234,-122.417394,1800000
37.791077,-122.414339,520000
37.744398,-122.42123,874500
37.782585,-122.390403,1250000
37.763857,-122.403233,635000
37.779454,-122.396676,575300
37.772245,-122.453753,1085000
37.779268,-122.439576,585000
37.785794,-122.424669,837000
37.74417,-122.500752,550000
37.790506,-122.396252,1683889.166667
37.734058,-122.440357,874500
37.778143,-122.410054,649900
37.771144,-122.389123,980930
37.788176,-122.392522,865666.666667
37.790506,-122.396252,1683889.166667
37.798636,-122.413205,1800000
37.786792,-122.438734,750000
37.768294,-122.421876,775000
37.790506,-122.396252,1683889.166667
37.779454,-122.396676,575300
37.782983,-122.407883,555000
37.752614,-122.508192,787833.333333
37.790506,-122.396252,1683889.166667
37.725277,-122.395194,224727
37.750946,-122.420847,874500
37.76187,-122.468522,488333.333333
37.72721,-122.395677,224727
37.783585,-122.443486,542000
37.782646,-122.390388,1250000
37.73537,-122.42443,485000
37.793072,-122.409661,1800000
37.771218,-122.387925,966010
37.756637,-122.402102,635000
37.77393,-122.396241,915000
37.790506,-122.396252,1683889.166667
37.773982,-122.421936,208000
37.800064,-122.42468,1100000
37.771144,-122.389123,980930
37.763857,-122.403233,635000
37.782585,-122.390403,1250000
37.790506,-122.396252,1683889.166667
37.804184,-122.42296,1100000
37.760924,-122.467911,488333.333333
37.771218,-122.387925,966010
37.801357,-122.438636,970000
37.743462,-122.434663,435000
37.754097,-122.417783,1295000
37.768294,-122.421876,775000
37.800961,-122.422447,1100000
37.72705,-122.395153,224727
37.783571,-122.390701,1175000
